Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"Budapest, Magyarország",11/18/2020,13,0,5.9,3.9,,0,,,9.5,121.63,,4.8,11.2,89.09,Clear
"Budapest, Magyarország",11/19/2020,8.5,5,6.8,2.4,,0,,,11.2,133.79,,5.7,27.7,93.05,Partially cloudy
"Budapest, Magyarország",11/20/2020,9,2.5,6.6,-0.1,,2.99,,,17.7,325.92,32.4,9,21.1,77.36,Rain
"Budapest, Magyarország",11/21/2020,7.5,-3.3,1.7,-4.5,,0,,,11.8,278.63,,10.1,0,62.82,Clear
"Budapest, Magyarország",11/22/2020,4,-5.4,-1.1,-7.2,,0,,,12,115.33,,7.4,11.2,89.15,Clear
"Budapest, Magyarország",11/23/2020,3.6,-1.4,1.4,-3.1,,0.7,,,8.1,173.58,,5,7.9,92.65,Rain
"Budapest, Magyarország",11/24/2020,1.9,-1.1,-0.3,-3.2,,0.1,,,9.8,157.5,,0.8,22.1,98.47,Rain
"Budapest, Magyarország",11/25/2020,1.8,-0.1,1,-2.7,,0,,,9.3,128.63,,3.9,28.5,96.65,Partially cloudy
"Budapest, Magyarország",11/26/2020,2.8,1.8,2.3,0.4,,0,,,5.9,158.29,,4.8,26.3,88.22,Partially cloudy
"Budapest, Magyarország",11/27/2020,2.1,0.7,1.7,-1,,0.2,,,8.2,257,,4.5,26.2,94.5,"Rain, Partially cloudy"
"Budapest, Magyarország",11/28/2020,1.9,0.2,1,-1.7,,0.1,,,7.3,242.71,,7.5,28.2,94.31,"Rain, Partially cloudy"
"Budapest, Magyarország",11/29/2020,5,-1.5,1.3,-2.8,,0,,,9.1,219.33,,4.7,23.1,88.85,Clear
"Budapest, Magyarország",11/30/2020,3.1,-1.7,0.9,-4.5,,0,,,10.1,140.46,,6.5,26.2,87.33,Partially cloudy
"Budapest, Magyarország",12/01/2020,2.4,-2.5,-0.5,-5.2,,0,,,11.2,117.92,,5.4,21.7,90.65,Clear
"Budapest, Magyarország",12/02/2020,0.7,-4.7,-1.9,-5.7,,0,,,12.1,144.13,,8,7.2,87.14,Clear
"Budapest, Magyarország",12/03/2020,2.5,-0.7,1,-4.7,,3.83,,,14.4,89.58,28.8,10.1,14.5,79.01,Rain
"Budapest, Magyarország",12/04/2020,5.8,0.7,3.6,-3.3,,0.21,,,14.8,105.96,39.6,10.1,6.6,85.59,Rain
"Budapest, Magyarország",12/05/2020,11.2,3.7,6.9,0.5,,0.1,,,13.3,95.42,43.2,10.1,2.9,85.41,Rain
"Budapest, Magyarország",12/06/2020,12,5.6,8,3.3,,0,,,19.4,97.83,39.6,10.5,2.3,84.48,Clear
"Budapest, Magyarország",12/07/2020,6.9,4,5.9,1.8,,4.56,,,19,112.75,36,9.8,20.9,87,Rain
"Budapest, Magyarország",12/08/2020,5.3,2.9,4.1,0.2,,1.88,,,17,115.38,36,9.8,27.4,92.13,"Rain, Partially cloudy"
"Budapest, Magyarország",12/09/2020,6.6,2.2,4.5,-1.9,,0.1,,,16.7,78.96,37.1,10.3,21.6,84.66,Rain
"Budapest, Magyarország",12/10/2020,6,2.3,3.5,-0.8,,5.26,,,12.6,126.04,25.2,8.2,28.3,94.97,"Rain, Partially cloudy"
"Budapest, Magyarország",12/11/2020,3.3,1.9,2.7,-1,,0.2,,,9.9,136.21,,8.7,26.4,92.19,"Rain, Partially cloudy"
"Budapest, Magyarország",12/12/2020,3.2,1.9,2.5,-2.4,,0.4,,,17.9,87.33,,5.3,31.4,97.58,"Rain, Partially cloudy"
"Budapest, Magyarország",12/13/2020,4.6,2.4,3.2,0.2,,0,,,11.4,314.25,,8.9,24.3,90.51,Clear
"Budapest, Magyarország",12/14/2020,3,1.8,2.5,0.5,,0,,,7.1,179.88,,8.1,31.4,90.61,Partially cloudy
"Budapest, Magyarország",12/15/2020,3.1,1.2,1.9,-1.6,,0,,,9.8,138.04,,6.7,31.3,96.57,Partially cloudy
"Budapest, Magyarország",12/16/2020,3.6,2.7,3,0.4,,0.91,,,9.4,157.33,,5,31.2,97.42,"Rain, Partially cloudy"
"Budapest, Magyarország",12/17/2020,4,2.3,3.1,1.3,,0.2,,,7.1,214.71,,4.4,31.4,94.58,"Rain, Partially cloudy"
"Budapest, Magyarország",12/18/2020,3.2,2.9,3.1,0.9,,0.1,,,7.7,261.08,,7.7,37.2,91.32,"Rain, Partially cloudy"
"Budapest, Magyarország",12/19/2020,3.1,2.7,2.9,0.6,,0,,,8.3,130.96,,7.5,28.5,92.34,Partially cloudy
"Budapest, Magyarország",12/20/2020,4.2,3,3.6,0.6,,0,,,9.3,114.83,,9.3,28.5,86.94,Partially cloudy
"Budapest, Magyarország",12/21/2020,4.7,3,3.9,0.7,,0.2,,,11.6,110.08,,8.1,31.4,87.34,"Rain, Partially cloudy"
"Budapest, Magyarország",12/22/2020,4.5,3,3.8,0.6,,1.82,,,10.1,138.92,,4.6,28.5,95.48,"Rain, Partially cloudy"
"Budapest, Magyarország",12/23/2020,10.8,4.8,7.4,3.1,,0.79,,,9.2,186.29,,5.6,19.1,93.57,Rain
"Budapest, Magyarország",12/24/2020,8.6,5.1,6.8,4,,1.35,,,10.2,177.25,,8.7,16.6,96.29,Rain
"Budapest, Magyarország",12/25/2020,6.1,4.2,5.2,2.9,,1,,0,11.5,293.96,,9.9,14,88.28,Rain
"Budapest, Magyarország",12/26/2020,5,-1.5,2.1,-4.7,,0,,,18.2,322.75,28.8,10.5,8.1,72.14,Clear
"Budapest, Magyarország",12/27/2020,0.8,-4.6,-1.7,-7.3,,0.1,,,11.9,86.54,,9.4,15.8,87.16,Rain
"Budapest, Magyarország",12/28/2020,9.5,0.9,3.9,-3,,1.25,,,26.9,121.25,43.2,8.7,16.8,88.04,Rain
"Budapest, Magyarország",12/29/2020,11.3,4.8,8.1,3,,7.11,,,24.8,168.17,43.2,10,9.1,74.07,Rain
"Budapest, Magyarország",12/30/2020,7.7,4.8,6.2,3.4,,6.23,,,10.7,108.13,,8,23.8,94.77,Rain
"Budapest, Magyarország",12/31/2020,6.5,-0.2,4.5,-1.9,,1.17,,,8.5,311.88,,5.5,26.3,97.08,"Rain, Partially cloudy"
"Budapest, Magyarország",01/01/2021,5,-2.2,1.9,-4.6,,1.5,,,10.8,141.25,,7.8,17.3,91.86,Rain
"Budapest, Magyarország",01/02/2021,6.1,0.1,3.6,-2.4,,0,,,18,79.21,,9.8,0,84.79,Clear
"Budapest, Magyarország",01/03/2021,7.3,3.9,5.1,0.3,,0.1,,,15.3,89.08,25.2,9.7,25.7,81.92,"Rain, Partially cloudy"
"Budapest, Magyarország",01/04/2021,7.1,4.2,5.8,1.9,,0.2,,,10.6,131.25,,7.7,39.9,92.75,"Rain, Partially cloudy"
"Budapest, Magyarország",01/05/2021,6.2,3.8,4.8,0.4,,0.1,,,20.3,260.71,39.6,8.9,40,87.13,"Rain, Partially cloudy"
"Budapest, Magyarország",01/06/2021,5.1,2.8,3.6,-0.7,,2.8,,,15.6,117.17,32.4,7.6,42.4,93.64,"Rain, Partially cloudy"
"Budapest, Magyarország",01/07/2021,4.2,-2.8,1.6,-5,,0.76,,,15.8,232.79,25.2,8.6,23.4,85.12,Rain
"Budapest, Magyarország",01/08/2021,2.9,-3,0.2,-2.5,,0.72,,,9.9,235.17,,7.5,7,89.79,Rain
"Budapest, Magyarország",01/09/2021,0.6,-5.4,-2.1,-7.9,,0,,,8,184.79,,2.2,14.7,96.64,Clear
"Budapest, Magyarország",01/10/2021,-1,-4.7,-1.9,-7.6,,0,,,9.2,101.5,,5.7,34.3,93.24,Partially cloudy
"Budapest, Magyarország",01/11/2021,2.8,-5.4,-1.6,-7.1,,0,,,11.4,296.13,,9.4,6.3,78.93,Clear
"Budapest, Magyarország",01/12/2021,-1,-7,-4.1,-9.7,,0,,,10.3,254.71,,3.8,25,93.16,Clear
"Budapest, Magyarország",01/13/2021,3.9,-1.1,1.1,-4.2,,0.4,,,28.3,273.17,44.2,8.6,21.9,76.32,Rain
"Budapest, Magyarország",01/14/2021,1.9,-1.1,0.3,-5.4,,2.87,,,29.7,282.96,43.2,9,21,77.88,Rain
"Budapest, Magyarország",01/15/2021,1.1,-6.3,-1.5,-9.3,,0,,,23.7,243.5,32.4,9.2,16.9,76.89,Clear
"Budapest, Magyarország",01/16/2021,-0.3,-7.2,-3.3,-10.7,,0,,,20,294.33,32.4,9.4,7.1,73.14,Clear
"Budapest, Magyarország",01/17/2021,-1.3,-6.9,-3.6,-9.1,,0.2,,,16.6,192.83,28.8,8.6,36.4,79.48,"Rain, Partially cloudy"
"Budapest, Magyarország",01/18/2021,-1.8,-10.9,-5.7,-14,,0,,,23.2,249,25.2,8.6,16.5,77.79,Clear
"Budapest, Magyarország",01/19/2021,3,-3.7,-0.2,-4.3,,0.51,,,10.3,194.96,,7.7,30.3,84.02,"Rain, Partially cloudy"
"Budapest, Magyarország",01/20/2021,10.1,0.3,4.9,-1.5,,0.1,,,20.9,190.29,36,9.9,18.3,72.01,Rain
"Budapest, Magyarország",01/21/2021,13.2,5.7,8.3,2.1,,0,,,24.2,184.92,43.2,10,13.8,63.9,Clear
"Budapest, Magyarország",01/22/2021,11.6,6.5,8.7,3.8,,0,,,26.9,163.38,36,10,7.7,69.77,Clear
"Budapest, Magyarország",01/23/2021,11.7,4.7,8.3,5.2,,4.92,,,17.8,138.25,,10,19.3,77.84,Rain
"Budapest, Magyarország",01/24/2021,7.8,3.5,4.7,-0.1,,3.93,,,18.1,248,25.2,9.6,17.2,80.37,Rain
"Budapest, Magyarország",01/25/2021,5.1,0.1,2.5,-4.9,,1.2,,,25.1,297.33,46.8,9.4,17.2,73.64,Rain
"Budapest, Magyarország",01/26/2021,3.8,-1.6,0.8,-5.7,,0,,,24.5,305.42,36,10,19.1,70.96,Clear
"Budapest, Magyarország",01/27/2021,3.5,-2.3,0.4,-5.4,,0.1,,,23.5,310.13,32.4,10,17.1,74.04,Rain
"Budapest, Magyarország",01/28/2021,3.2,-7.8,-1.4,-10.7,,0,,,14.1,176.46,28.8,9.2,23.7,80.7,Clear
"Budapest, Magyarország",01/29/2021,5,0.1,2.6,-2.1,,6.95,,,9.7,208.25,,4.7,43.8,97.63,"Rain, Partially cloudy"
"Budapest, Magyarország",01/30/2021,10.3,2.4,6.3,0.2,,1,,,27.1,260.29,43.2,10,13.1,77.58,Rain
"Budapest, Magyarország",01/31/2021,2.8,-3,0.3,-5.3,,0.54,,,18.7,84.04,28.8,9.1,16,74.7,Rain
"Budapest, Magyarország",02/01/2021,4.8,-5.7,-1,-8.3,,0,,,11.4,242.46,,10,11.9,66.63,Clear
"Budapest, Magyarország",02/02/2021,0.2,-0.3,-0.1,-3.6,,0.1,,,11.1,157.92,,3.8,49.4,93.2,"Rain, Partially cloudy"
"Budapest, Magyarország",02/03/2021,9,-0.2,3.1,-3.6,,0.69,,,11.8,133.13,,3.5,30.2,96.17,"Rain, Partially cloudy"
"Budapest, Magyarország",02/04/2021,13.3,2.1,8.9,2.2,,1.57,,,37.9,249.08,64.8,10.1,11.2,71.9,Rain
"Budapest, Magyarország",02/05/2021,8.1,2.2,5.5,3.1,,0.3,,,13.7,84.46,,9.5,36.7,82.31,"Rain, Partially cloudy"
"Budapest, Magyarország",02/06/2021,5.1,2.3,4,-1.5,,0,,,14.6,82.25,25.2,5.9,45.6,94.57,Partially cloudy
"Budapest, Magyarország",02/07/2021,3.6,0.1,1.6,-4.8,,0.93,,,18.2,76.63,25.2,7.1,50,93.03,"Rain, Partially cloudy"
"Budapest, Magyarország",02/08/2021,5.9,0.4,3.6,-5.3,,7.13,,,26.1,217.83,,7.7,48.9,91.36,"Rain, Partially cloudy"
"Budapest, Magyarország",02/09/2021,1.7,-2.6,0.3,-3.9,,25.05,,,12.7,167.54,,6.7,36.1,96.35,"Rain, Partially cloudy"
"Budapest, Magyarország",02/10/2021,3,-1.6,0.8,-2.8,,0.11,,,20.5,177.05,,4.8,64.7,96.41,"Rain, Partially cloudy"
"Budapest, Magyarország",02/11/2021,1.8,-7,-3.8,-15.6,,3.75,,,50,311.86,57.6,7.6,69.6,75.19,"Rain, Partially cloudy"
"Budapest, Magyarország",02/12/2021,-4,-10,-7.1,-18,,0,,,27.7,313.53,,10,37.5,61.82,Partially cloudy
"Budapest, Magyarország",02/13/2021,-1.3,-14,-7.3,-18.1,,0.4,,,13.1,302.62,,10,0,70.23,Rain
"Budapest, Magyarország",02/14/2021,1.8,-7.9,-2.7,-12.9,,0.3,,,19.7,301.13,25.2,9.9,0.5,65.71,Rain
"Budapest, Magyarország",02/15/2021,3.5,-6.1,-2.3,-10.7,,0,,,16.6,280,25.2,9.9,0.5,55.65,Clear
"Budapest, Magyarország",02/16/2021,1,-6.2,-1.8,-7.2,,0.1,,,9.5,123.04,,9.4,26.2,69.38,"Rain, Partially cloudy"
"Budapest, Magyarország",02/17/2021,5.1,-0.1,2.1,-2.4,,0.34,,,18.6,208.13,28.8,9.8,32.3,69.09,"Rain, Partially cloudy"
"Budapest, Magyarország",02/18/2021,11.6,-0.4,5.8,-2.2,,0.4,,,20.4,233.88,32.4,8.1,7.4,71.58,Rain
"Budapest, Magyarország",02/19/2021,6,0.8,3,-2,,0.3,,,14.8,107.35,,3.8,56.1,88.72,"Rain, Partially cloudy"
"Budapest, Magyarország",02/20/2021,3,0,1.6,-3.2,,0,,,13,116.09,,2.7,83.2,95.7,Overcast
"Budapest, Magyarország",02/21/2021,9.4,1,4.1,-2.4,,0,,,18.4,106.92,,6.9,50.1,86.36,Partially cloudy
"Budapest, Magyarország",02/22/2021,12.2,1,5.7,-2.4,,0,,,18,78.17,,7.6,0,82.7,Clear
"Budapest, Magyarország",02/23/2021,13.2,0.5,6,-1.1,,0,,,10.6,293.63,,6.3,0.5,83.44,Clear
"Budapest, Magyarország",02/24/2021,17.2,-0.4,7.1,1,,0,,,8.1,151.63,,5.8,1.6,79.33,Clear
"Budapest, Magyarország",02/25/2021,18.4,0.8,8.9,6.8,,0,,,12.8,102.5,,6,3.6,75.16,Clear
"Budapest, Magyarország",02/26/2021,18.8,2,9.8,0.2,,0,,,9.2,186.79,,7.3,0,73.3,Clear
"Budapest, Magyarország",02/27/2021,12.1,4.7,8.6,1.8,,0,,,23.7,317.17,36,10,6.3,60.62,Clear
"Budapest, Magyarország",02/28/2021,10.5,-0.2,5,-1.1,,0,,,15.2,291.21,25.2,10,1.5,65.35,Clear
"Budapest, Magyarország",03/01/2021,12.1,-1.1,5,-3.4,,0,,,12.2,184.46,,10,1.1,67.42,Clear
"Budapest, Magyarország",03/02/2021,14.1,-2.5,4.9,-2.5,,0,,,14.1,241.79,25.2,9.6,0,70.79,Clear
"Budapest, Magyarország",03/03/2021,16,-2.5,6.4,,,0,,,11.7,178.79,,8.8,0,61.39,Clear
"Budapest, Magyarország",03/04/2021,13.8,1.2,6.9,8.1,,0,,,14.5,215.25,25.2,9.7,0,63.63,Clear
"Budapest, Magyarország",03/05/2021,10.7,2.7,6.6,-1.2,,0.1,,,28.9,235.25,46.8,9.6,18.2,64.79,Rain
"Budapest, Magyarország",03/06/2021,6.9,-2.9,2.3,-3.8,,0,,,15.6,304.71,,10,7.3,47.75,Clear
"Budapest, Magyarország",03/07/2021,8.2,-6.8,0.9,-7.1,,0,,,18,190.13,28.8,10,0,55.53,Clear
"Budapest, Magyarország",03/08/2021,8.9,-6.1,1.9,-3.8,,0,,,22.5,229.79,36,9.9,1,60.05,Clear
"Budapest, Magyarország",03/09/2021,6,-3.6,1.4,-1.6,,0,,,15.7,113.25,,10,4.9,54.03,Clear
"Budapest, Magyarország",03/10/2021,7.8,-2,2.1,-5,,0,,,12.8,206.17,,10,1,48.33,Clear
"Budapest, Magyarország",03/11/2021,8.8,-6.7,2.7,-5.2,,0,,,24,145.54,39.6,10,0,50.12,Clear
"Budapest, Magyarország",03/12/2021,13.9,4,8.8,1.3,,0.84,,,31.4,238.33,43.2,10,15,56.27,Rain
"Budapest, Magyarország",03/13/2021,14.4,1.1,8.7,-0.8,,0,,,22.1,196.46,36,9.4,2.1,68.18,Clear
"Budapest, Magyarország",03/14/2021,10,7,8.1,4.2,,1.09,,,17.9,264.21,28.8,10,20.5,69.71,Rain
"Budapest, Magyarország",03/15/2021,11.6,3.8,7.3,1,,2,,,25.6,327.92,40.7,10,11.7,53.83,Rain
"Budapest, Magyarország",10/13/2021,12,4.1,8,3.9,,1.19,,,22.7,255.46,36,9.8,25.1,78.31,"Rain, Partially cloudy"
"Budapest, Magyarország",10/14/2021,12.1,3,7.5,4,,0.3,,,8.8,261.79,,9.9,23.9,75.56,Rain
"Budapest, Magyarország",10/15/2021,13.9,-1.1,5.2,0.2,,0,,,5.8,167.83,,7,7.2,78.68,Clear
"Budapest, Magyarország",10/16/2021,15.9,1.3,8.1,1,,0,,,8.1,165.74,,10,11.2,76.24,Clear
"Budapest, Magyarország",10/17/2021,14.7,2.4,7.9,4.8,,0,,,11.2,203.04,,10,7.8,74.41,Clear
"Budapest, Magyarország",10/18/2021,13.9,2,7.6,,,0,,,12.5,236.25,25.2,9.8,4.6,77.45,Clear
"Budapest, Magyarország",10/19/2021,16.2,1.9,8.2,7,,0,,,12.6,125.96,25.2,9.3,1.1,76.5,Clear
"Budapest, Magyarország",10/20/2021,19,4,11.1,5.5,,0,,,16.4,132.46,28.8,9.9,0,71.15,Clear
"Budapest, Magyarország",10/21/2021,18.9,11.3,14.8,,,0,,,36.3,207.79,72.4,10,6.5,62.61,Clear
"Budapest, Magyarország",10/22/2021,16.4,8.9,12.5,8.2,,0.62,,,27,244.96,32.4,10,6.9,75.47,Rain
"Budapest, Magyarország",10/23/2021,12.7,4.9,9.3,2.9,,0,,,27.3,307.63,46.8,10,2.1,56.19,Clear
"Budapest, Magyarország",10/24/2021,12.9,-1.9,5.4,1.1,,0,,,10.9,164.25,,10,0.5,67.24,Clear
"Budapest, Magyarország",10/25/2021,13.9,-0.1,6,-0.3,,0,,,12.6,93.42,,10,0,67.35,Clear
"Budapest, Magyarország",10/26/2021,13.7,0.9,6.7,1.5,,0,,,10,132.58,,9.9,1.7,67.35,Clear
"Budapest, Magyarország",10/27/2021,14.8,-0.5,6,,,0,,,5.4,130.25,,9.6,0,74.92,Clear
"Budapest, Magyarország",10/28/2021,15,0,6.4,-1.7,,0,,,6.6,69.5,,8.5,0,73.64,Clear
"Budapest, Magyarország",10/29/2021,16.2,0.4,7.7,0.1,,0,,,13.4,93.83,,9.1,0,68.31,Clear
"Budapest, Magyarország",10/30/2021,17.8,5.2,10.3,3.5,,0,,,21.2,120.67,32.4,10,0,65.12,Clear
"Budapest, Magyarország",10/31/2021,15.9,4.3,8.8,3.1,,0,,,18.1,116.96,,10,0,73.44,Clear
"Budapest, Magyarország",11/01/2021,14,2.9,8.9,0.6,,0,,,15.5,107.71,25.2,10,13.7,73.58,Clear
"Budapest, Magyarország",11/02/2021,10.8,5.4,8,3.1,,4.12,,,15.1,167.38,25.2,8,22.7,82.55,Rain
"Budapest, Magyarország",11/03/2021,12.3,2.1,7.7,1.4,,0.1,,,16.7,121.21,28.8,7,14.3,88.16,Rain
"Budapest, Magyarország",11/04/2021,15.9,7.9,12,6.6,,21.54,,,17.9,154.33,,9.1,17.4,89.15,Rain
"Budapest, Magyarország",11/05/2021,11.8,3.7,7.8,2.6,,0,,,17.9,304.83,,10,0,72.54,Clear
"Budapest, Magyarország",11/06/2021,12.8,0.5,7.2,-1.5,,0,,,9.6,217.74,,10,0,72.17,Clear
"Budapest, Magyarország",11/07/2021,10.8,7.1,8.2,6.5,,0.54,,,7,156.79,,9.3,20,84.63,Rain
"Budapest, Magyarország",11/08/2021,10.5,1.4,7.5,3.8,,1.37,,,15.2,288.25,,9.5,4.9,76.25,Rain
"Budapest, Magyarország",11/09/2021,12.9,0.2,5.3,-1.1,,0,,,10.5,204.46,,10.4,3.6,79.64,Clear
"Budapest, Magyarország",11/10/2021,9,-0.5,3.9,-2.2,,0,,,14.7,97.63,,4.8,16.8,92.5,Clear
"Budapest, Magyarország",11/11/2021,9.2,-0.2,4.1,-1.8,,0,,,15.4,133.58,,6.4,13.6,88.2,Clear
"Budapest, Magyarország",11/12/2021,11.8,0,4.3,-1.7,,0,,,5.8,157.5,,6.5,4.8,84.52,Clear
"Budapest, Magyarország",11/13/2021,4.1,0.3,2.9,-1.3,,0.1,,,9.8,109,,1.7,39.5,98.86,"Rain, Partially cloudy"
"Budapest, Magyarország",11/14/2021,8.9,4.1,5.8,2.3,,0.5,,,7.1,147.63,,4.3,21.6,90.99,Rain
"Budapest, Magyarország",11/15/2021,11.7,5.3,8.2,8.5,,0,,,9.7,139.38,,7,20.6,83.63,Clear
"Budapest, Magyarország",11/16/2021,10,1.4,5.5,1.3,,0,,,9.4,79.54,,5.5,22,87.77,Clear
"Budapest, Magyarország",11/17/2021,9.4,1.9,6.1,0.5,,0,,,9,126.33,,6.8,37.6,84.19,Partially cloudy
"Budapest, Magyarország",11/18/2021,10.2,1,7.1,3.4,,0,,,20.4,300.48,36,9.7,25,73.06,Clear
"Budapest, Magyarország",11/19/2021,11,2,8.1,0.4,,0,,,38.9,265.5,,10,78.7,76.49,Overcast
"Budapest, Magyarország",11/20/2021,14,1,9,-0.7,,0,,,35.3,279.5,,9.7,61,75.64,Partially cloudy
"Budapest, Magyarország",11/21/2021,9,-2,2.8,-1.8,,0,,,14.8,93.33,,2.1,88.2,97.46,Overcast
